company_name,Ticker1,description,Industry,Country/Territory,Employees,Revenue,Assets,Profits,Nombre del archivo,Sector,Symbol,Short Name,Long Name,Financial Currency,Market Cap,P/E Ratio (ttm),Forward P/E,Diluted EPS (ttm),Dividends Per Share,Dividend Yield,Ex-Dividend Date,Price to Sales (ttm),Price to Book Value (ttm),Gross Margin (ttm),Operating Margin (ttm),Net Margin (ttm),Return on Assets (ttm),Return on Equity (ttm),Revenue (ttm),Revenue Per Share (ttm),Revenue Growth (y/o/y),EBITDA (ttm),Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Range of Price Targets
Daiwa Securities,8601.T,"Daiwa Securities Group Inc. engages in the management and control of its subsidiaries and affiliates which are involved in securities-related businesses. It operates through the following segments: Retail, Wholesale, Asset Management, Investment, and Others. The Retail segment provides financial products and services to individual investors and unlisted companies. The Wholesale segment includes Global Markets, which provides sales and trading services of stocks, bonds, foreign exchange, and derivative products; and Global Investment Banking, which offers securities underwriting, merger and acquisition advisory, and investment banking services. The Asset Management segment comprises of investment trust, pension fund management, and other asset management services. The Investment segment focuses on the creation of new investment funds while managing the return on investment of existing projects. The Others segment includes management of subsidiaries, banking business, information service, back-office, and real estate rental. The company was founded on May 1, 1902 and is headquartered in Tokyo, Japan. Read Less",Diversified Financials,Japan,"15,096",$6.4B,$198.5B,$471.3M,8601.T.json,Financial Services,8601.T,DAIWA SECURITIES GROUP,Daiwa Securities Group Inc.,JPY,1671151616000,17.522436,15.865192,67.97,38.0,0.0323,1695859200,1.3934125,1.1479895,0.98462,0.67250997,0.08262,0.0036199999,0.06403,N/A,830.862,0.439,N/A,21073307369472,14899.559,17520688889856,1013.516,1.084,"(950.0, 1150.0)"
Secom,9735.T,"SECOM Co., Ltd. engages in the provision of security services. It operates through the following segments: Security Services, Fire Protection Services, Medical Services, Insurance Services, Geographic Information Services, Information and Communication Related Services, and Real Estate and Others. The Security Services segment provides centralized online commercial, home security, and large-scale proprietary security systems. The Fire Protection Services segment focuses on fire protection equipment such as automatic fire alarm and fire extinguishing systems for office buildings, plants, tunnels, ships, residences, and cultural properties. The Medical Services segment deals with pharmaceutical dispensing and home nursing services, as well as the operation of residences for seniors, electronic medical report systems, medical equipment sales, personal care services, and real estate leasing for hospitals and healthcare-related institutions. The Insurance Services segment sells non-life insurance policies and  treatment products in overcoming cancer. The Geographic Information Services segment collects satellite and aerial geospatial data, and provides them to national and foreign governments. The Information and Communication Related Services segment includes information security and network system operations, and system construction. The Real Estate and Others segment develops, leases and sells real estate. It is also engaged in construction and hotel businesses. The company was founded by Makoto Iida and Juichi Toda on July 7, 1962 and is headquartered in Tokyo, Japan. Read Less",Business Services & Supplies,Japan,"71,177",$8.2B,$14.7B,$705.7M,9735.T.json,Industrials,9735.T,SECOM CO,"SECOM CO., LTD.",JPY,2465400094720,24.850243,24.76114,472.43,190.0,0.0163,1711584000,2.1576898,2.0854006,0.30977,0.13924,0.08796,0.04437,0.084130004,N/A,5369.821,0.042,210336006144,592150986752,2819.772,66849001472,4.991,2.464,"(10000.0, 10900.0)"
China CSSC Holdings,600150.SS,"China CSSC Holdings Ltd. engages in the business of shipbuilding and ship maintenance services. It operates through the following businesses: Shipbuilding, Ship Maintenance, and Ship Equipment. The company's engages in the provision of ship repair, marine engineering, and mechanical and electrical equipment. China CSSC Holdings was founded on May 12, 1998 and is headquartered in Shanghai, China.",Capital Goods,China,"15,955",$8.1B,$24.1B,$23.8M,600150.SS.json,Industrials,600150.SS,CHINA CSSC HOLDINGS LIMITED,China CSSC Holdings Limited,CNY,156579774464,125.035706,23.185429,0.28,0.02,0.00059999997,1689120000,2.2159045,3.2564409,0.060089998,0.09267,0.01795,-0.0068,0.03741,N/A,16.436,0.31,371441472,65587593216,14.665,29710964736,56.87,1.229,"(33.0, 42.0)"
Transurban Group,TCL.AX,"Transurban Group Ltd. engages in development, operation and maintenance of toll roads primarily government projects. It operates through the following geographical segments: Melbourne, Sydney, Brisbane, and Greater Washington Area. The company was founded in 1996 and is headquartered in Docklands, Australia.",Transportation,Australia,"9,000",$2.9B,$26B,$113M,TCL.AX.json,Industrials,TCL.AX,TRANSURBAN STAPLED [TCL],Transurban Group,AUD,39827279872,184.0,75.76471,0.07,0.62,0.0475,1703721600,9.371125,3.368201,0.54635,0.28047,0.05341,0.01841,0.01997,N/A,1.379,0.046,2160000000,1762000000,0.571,18633000960,149.219,0.526,"(10.03, 15.6)"
Industrivarden,INDU-A.ST,"Industrivärden AB is an investment holding company, which engages in the long-term investment operations and active ownership. Its business is to invest in listed Nordic companies with good potential for value appreciation, and through active ownership contribute to continuous growth in value of its portfolio companies. The company was founded in 1944 and is headquartered in Stockholm, Sweden.",Diversified Financials,Sweden,15,$606M,$14.1B,$1.7B,INDU-A.ST.json,Financial Services,INDU-A.ST,"Industrivärden, AB ser. A",AB Industrivärden (publ),SEK,161187282944,6.0086875,13.792467,62.16,7.75,0.021,1712880000,5.9110084,1.0762913,1.0,0.99808997,0.98441005,0.11569,0.19448,N/A,63.137,-0.175,27147999232,869000000,2.012,8200000000,5.471,0.51,"(308.0, 396.0)"
Hopson Development Holdings,0754.HK,"Hopson Development Holdings Ltd. engages in the development of medium- to high-end large-scale residential properties. It operates through Property Development, Property Investment, Property Management, and Hotel Operations segments. The company was founded by Mang Yee Chu in 1992 and is headquartered in Hong Kong.",Construction,Hong Kong,"10,482",$3.8B,$38.3B,$1.1B,0754.HK.json,Real Estate,0754.HK,HOPSON DEV HOLD,Hopson Development Holdings Limited,HKD,13728994304,2.180723,4.361446,1.66,N/A,N/A,1656547200,0.47079286,0.14676666,0.36326998,0.23379,0.2152,0.01203,0.06838,N/A,7.689,0.145,6284925952,20238352384,5.336,94396407808,95.184,1.522,"('N/A', 'N/A')"
Korea Investment Holdings,071050.KS,"Korea Investment Holdings Co., Ltd. engages in the provision of comprehensive financial services. Its activities include securities, brokerage, asset management, principal investment, venture capital, investment banking and finance solutions. The company was founded on January 11, 2003 and is headquartered in Seoul, South Korea.",Diversified Financials,South Korea,51,$8.6B,$68.3B,$481.9M,071050.KS.json,Financial Services,071050.KS,KIH,"Korea Investment Holdings Co., Ltd.",KRW,4118601793536,N/A,4.7175927,N/A,2650.0,0.0364,1703635200,2.0039907,N/A,N/A,-0.38415,0.34439,0.00777,0.08761,N/A,35193.73,-0.036,N/A,9974000386048,170797.14,52026000015360,N/A,N/A,"(74000.0, 86000.0)"
Boliden,BOL.ST,"Boliden AB engages in the operation of mines and production of metals. It operates through the following segments: Business Area Smelters and Business Area Mines. The Business Area Smelters segment produces pure metals. It consists of the Kokkola and Odda zinc smelters in Finland and Norway, respectively, the Rönnskär and Harjavalta copper smelters in Sweden and Finland, respectively, and the Bergsöe lead smelter in Sweden. The Business Area Mines segment produces metal concentrate, which comprises the operations of the Swedish mines, Aitik, the Boliden Area and Garpenberg, the Tara mine in Ireland, the Kylylahti mine in Finland and, Kevitsa mine in Finland. The company was founded in February 1931 ad is headquartered in Stockholm, Sweden. Read Less",Materials,Sweden,"6,226",$8.1B,$9.3B,$1.2B,BOL.ST.json,Basic Materials,BOL.ST,Boliden AB,Boliden AB (publ),SEK,82232737792,13.545045,10.043421,22.2,7.5,0.026300002,1713916800,1.0468308,1.4579253,0.13668,0.09425,0.077309996,0.05135,0.10587,N/A,287.214,-0.12,14282999808,4977999872,18.203,14581999616,25.846,1.799,"(245.0, 440.0)"
Mondi,MNDI.L,"Mondi Plc is a holding company, which engages in the manufacture and distribution of packaging and paper products. It operates through the following business units: Fibre Packaging Business, Consumer Packaging Business, and Uncoated Fine Paper Business. The Fibre Packaging Business unit manufactures and sells a broad range of containerboard, specialty and sack kraft paper, as well as converted corrugated packaging, industrial bags, and extrusion-coated products for a variety of consumer and industrial applications. The Consumer Packaging Business unit develops, manufactures, and sells plastic-based consumer goods packaging solutions, personal care product components, technical films, and release liner. The Uncoated Fine Paper Business unit deals with managing forests and manufacturing pulp, as well as uncoated fine paper that is converted into office papers and professional printing papers sold in folio form or large reels. The company was founded on April 11, 2007 and is headquartered in Surrey, United Kingdom. Read Less","Engineering, Manufacturing",United Kingdom,"22,000",$9.3B,$11.6B,$1.5B,MNDI.L.json,Basic Materials,MNDI.L,MONDI PLC ORD EUR 0.22,Mondi plc,EUR,6024187904,14.087628,1380.303,0.97,0.62,0.0463,1712188800,0.82185376,106.52479,0.37394002,0.049000002,-0.020869998,0.03754,0.08437,N/A,16.621,-0.216,1007000000,1592999936,3.613,2019000064,33.12,2.086,"(13.26, 20.01)"
Umicore,UMI.BR,"Umicore engages in the materials technology business. It operates through the following business segments: Catalysis, Energy & Surface Technologies, Recycling, and Corporate. The Catalysis segment is consist of automotive catalysts for gasoline and diesel light and heavy duty diesel applications, including on-road and non-on-road vehicles. The Energy and Surface Technologies segment is comprised of cobalt and specialty materials, electro-optic materials, electroplating, rechargeable battery materials and thin film products business units. The Recycling segment offers precious metals refining, jewellery and industrial metals, precious metals management, technical materials, and platinum engineer materials. The Corporate segment covers corporate activities, shared operational functions, and research, development, innovation unit of the group. The company was founded on July 7, 1904 and is headquartered in Brussels, Belgium. Read Less",Materials,Belgium,"11,565",$26.7B,$10.8B,$598.9M,UMI.BR.json,Industrials,UMI.BR,UMICORE,Umicore SA,EUR,5036401152,13.09375,12.774391,1.6,1.1,0.052600004,1714348800,0.27572697,1.375665,0.08243,0.02868,0.02108,0.0374,0.10383,N/A,75.987,-0.289,894200000,1515500032,6.304,2748100096,74.323,1.616,"(18.0, 46.0)"
Bluescope Steel,BSL.AX,"BlueScope Steel Ltd. engages in the manufacture of steel products. It operates through the following segments: Australian Steel Products, North Star BlueScope Steel, Buildings North America, Building Products Asia and North America, and New Zealand and Pacific Steel. The Australian Steel Products segment produces and markets coated and painted flat steel products. The North Star BlueScope Steel segment is a single site electric arc furnace producer of hot rolled coil. The Buildings North America segment includes engineered building solutions and servicing the low-rise non-residential construction needs of customers. The Building Products Asia and North America segment offers metal coated and painted steel building products. The New Zealand and Pacific Steel segment consists of New Zealand Steel, Pacific Steel, and BlueScope Pacific Islands business areas. The company was founded in 2002 and is headquartered in Melbourne, Australia. Read Less",Materials,Australia,"6,700",$13.1B,$10.8B,$1.2B,BSL.AX.json,Basic Materials,BSL.AX,BLUESCOPE FPO [BSL],BlueScope Steel Limited,AUD,10206765056,12.440217,11.057971,1.84,0.5,0.0218,1708646400,0.5839611,0.97582805,0.3833,0.082100004,0.04861,0.055809997,0.08831,N/A,38.294,-0.082,1943000064,1337799936,3.005,724000000,6.545,2.119,"(20.0, 26.5)"
Formosa Chemicals,1301.TW,"Formosa Chemicals & Fibre Corp. engages in the production and sale of petrochemical products. It is doing business through petrochemical, plastic and textile & fibre segments. The company's products application are petrochemicals & materials, household items, clothing accessories, agricultural & fishing equipment, building applications, 3C appliances and other applications. Formosa Chemicals & Fibre was founded on March 5, 1965 and is headquartered in Changhua, Taiwan.",Chemicals,Taiwan,,$12.1B,$19B,$17.5M,1301.TW.json,Basic Materials,1301.TW,FORMOSA PLASTIC,Formosa Plastics Corporation,TWD,429050888192,58.6087,13.293885,1.15,4.2,0.0623,1687824000,2.1545322,1.2351787,0.04934,-0.03662,0.036849998,-0.00483,0.02081,N/A,31.283,-0.065,3941401088,98528067584,15.478,132140826624,38.041,1.548,"(64.0, 95.0)"
Asr Nederland,ASRNL.AS,"1. ASR Nederland NV is a holding company, which engages in the provision of insurance and investment products and services. It operates through the following segments: Non-Life, Life, Banking and Asset Management, Distribution and Services, Holding and Other, and Real Estate Development. The Non-Life segment consists of property and casualty, disability, and health insurance. The Life segment offers pensions, individual life, and funeral. The Banking and Asset Management segment comprises of banking activities and activities related to asset management. The Distribution and Services segment includes activities related to the distribution of insurance contracts and intermediary services. The Holding and Other segment consists primarily of the holding activities of ASR Nederland NV; and other holding and intermediate holding companies and the activities of ASR Deelnemingen NV. The Real Estate Development segment represents the activities where property development occurs and includes ASR Vastgoed Projecten BV. The company was founded in 2000 and is headquartered in Utrecht, the Netherlands. Read Less",Insurance,Netherlands,"4,313",$5.7B,$69.6B,$719.9M,ASRNL.AS.json,Financial Services,ASRNL.AS,ASR NEDERLAND,ASR Nederland N.V.,EUR,9206654976,2.4616253,7.27,17.72,2.89,0.0669,1717113600,0.7126997,1.0258701,0.50457,0.31547,0.08407,0.023829998,0.13465999,N/A,N/A,1.405,4164999936,7966000128,N/A,23032999936,245.633,1.46,"(47.0, 58.3)"
Euronext,ENX.AS,"Euronext NV engages in the operation of equity, fixed income securities and derivatives markets in Amsterdam, Brussels, Dublin, Lisbon, London, Oslo, and Paris. Its businesses include listing, cash trading, derivatives trading, FX spot trading, market data and indices, clearing, and market solutions and other. The company was founded on July 20, 2000 and is headquartered in Amsterdam, the Netherlands.",Diversified Financials,Netherlands,"2,203",$1.5B,$186.9B,$460.1M,ENX.AS.json,N/A,ENX.AS,N/A,Euronext NV,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"('N/A', 'N/A')"
SBI Holdings,8473.T,"SBI Holdings, Inc. manages the SBI group which engages in the provision of comprehensive financial services. It operates through the following segments: Financial Services, Asset Management, Biotechnology-related, and Others. The Financial Services segment covers finance-related businesses and the provision of information regarding financial products including securities brokerage, banking services, and life, property and casualty insurance. The Asset Management segment consists of fund management and investment in Internet technology, biotechnology, environmental energy, and finance-related venture companies in Japan and overseas. The Biotechnology-related segment develops, manufactures, and sells pharmaceuticals, cosmetics, and health foods. The Others segment includes housing and real estate businesses such as the development and trading of investment property and the operation of online intermediate services. The company was founded on July 8, 1999 and is headquartered in Tokyo, Japan. Read Less",Diversified Financials,Japan,"17,496",$7.4B,$165.5B,$38.5M,8473.T.json,Financial Services,8473.T,SBI HOLDINGS INC,"SBI Holdings, Inc.",JPY,1124737744896,14.46706,12.2291155,282.02,150.0,0.037,1711584000,0.9550185,0.9966836,0.50425,0.123780005,0.0735,0.00477,0.06057,N/A,4310.374,0.346,234461003776,4567413030912,16568.357,3905381990400,221.897,1.184,"(2700.0, 4800.0)"
A2A,A2A.MI,"A2A SpA is engaged in the production, sale & distribution of electricity, gas & heat and management of waste & integrated water cycle. It operates through the following business areas: Energy, Environment, Heat and Services, Networks, and Corporate & Other Services. The Energy business area provides electricity generation, energy management, and sale of electricity and gas. The Environment business area involves the whole waste management cycle, which includes the collection, treatment, disposal, and recovery of materials and energy. The Heat and Services business area offers cogeneration and district heating services, and management of heating plants. The Networks business area consists of the operational management of networks in the distribution of electricity, the transport and distribution of natural gas, and the management of the entire integrated water cycle. The Corporate & Other Services business area includes various activities such as the guidance, strategic direction, coordination, and control of industrial operations. A2A was founded on July 23, 1908 and is headquartered in Brescia, Italy. Read Less",Utilities,Italy,"12,500",$24.1B,$23.3B,$421.4M,A2A.MI.json,Utilities,A2A.MI,A2A,A2A S.p.A.,EUR,5084393472,13.470834,10.776667,0.12,0.1,0.0584,1716163200,0.29627606,1.2569984,0.16059999,0.08996,0.021270001,0.02266,0.08762,N/A,5.478,-0.589,1551000064,2155000064,0.688,6684000256,145.557,1.168,"(1.9, 2.2)"
Epiroc,EPI-A.ST,"Epiroc AB engages in the development and production of drill rigs, rock excavation and construction equipment. It operates through the Equipment and Service; and Tools and Attachments segments. The Equipment and Service segment provides equipment for mining and rock excavation, exploration and infrastructure. The Tools and Attachments segment offers tools that are attached to larger machines used for drilling, demolition and recycling. The company was founded by Andre Oscar Wallenberg in 1873 and is headquartered in Nacka, Sweden.",Capital Goods,Sweden,"16,996",$5B,$6.3B,$836.2M,EPI-A.ST.json,Industrials,EPI-A.ST,Epiroc AB ser. A,Epiroc AB (publ),SEK,242129666048,26.568502,24.016203,7.81,3.8,0.0188,1715731200,4.012556,6.8014946,0.38357,0.21576001,0.15629,0.12728,0.26748,N/A,50.016,0.117,14899999744,6400999936,5.303,13975000064,37.557,2.418,"(160.0, 300.0)"
Shin Kong Financial,2888.TW,"Shin Kong Financial Holding Co. Ltd. engages in the provision of financial solutions. It focuses on insurance, banking, securities, asset management, and non-life insurance brokerage. The company was founded on February 19, 2002 and is headquartered in Taipei, Taiwan.",Insurance,Taiwan,"16,332",$7.4B,$157.8B,$70M,2888.TW.json,Financial Services,2888.TW,SHIN KONG FINANCIAL HLDG CO,"Shin Kong Financial Holding Co., Ltd.",TWD,126533689344,N/A,8.252525,-0.48,N/A,N/A,1656374400,0.4767524,0.5214117,0.04398,0.40813,-0.02792,-0.00234,-0.03197,N/A,17.137,0.203,-17193248768,546686042112,35.298,155342340096,63.127,2.48,"(8.2, 10.5)"
Shenzhen Overseas,000069.SZ,"Shenzhen Overseas Chinese Town Co., Ltd. engages in the operation and management of travel agancies. It also involves in tourism and related cultural industries management; real estate and hotel development and management; paper packaging and printing industry, investment and operation. The company was founded on September 2, 1997 and is headquartered in Shenzhen, China.",Construction,China,"19,713",$10.6B,$57.5B,-$1.7B,000069.SZ.json,Consumer Cyclical,000069.SZ,SHENZHEN OVERSEAS,"Shenzhen Overseas Chinese Town Co.,Ltd.",CNY,23389882368,N/A,10.392858,-1.76,N/A,N/A,1655337600,0.29306954,0.3633866,0.067540005,0.01633,-0.15434,-0.00714,-0.13713,N/A,9.742,0.403,-1938736384,44277800960,5.509,141744406528,148.538,1.678,"(2.3, 6.03)"
Shionogi,4507.T,"Shionogi & Co., Ltd. engages in the research, development, supply, manufacture, and sale of pharmaceutical products. Its products include prescription drugs, over-the-counter drugs, diagnostic regents, medical devices and others. The company was founded by Gisaburo Shiono on March 17, 1878 and is headquartered in Osaka, Japan.",Drugs & Biotechnology,Japan,"5,693",$3.5B,$9.6B,$1.5B,4507.T.json,Healthcare,4507.T,SHIONOGI & CO,"Shionogi & Co., Ltd.",JPY,2258609897472,14.833152,15.517821,529.22,150.0,0.0191,1711584000,5.3124137,1.8917198,0.85867995,0.38233003,0.36330003,0.07224,0.1336,N/A,1453.645,-0.433,169165996032,507772010496,1767.192,9843999744,0.811,6.568,"(5400.0, 8870.0)"
LG Display,034220.KS,"LG Display Co., Ltd. engages in the manufacture and sale of thin film transistor and organic light-emitting diode display (OLED) products. Its products include television, commercial, monitor, notebook, mobile, auto, and OLED display. The company was founded on February 28, 1985 and is headquartered in Seoul, South Korea.",Technology Hardware & Equipment,South Korea,"27,702",$18.4B,$28.2B,-$3.2B,034220.KS.json,Technology,034220.KS,LG Display,"LG Display Co., Ltd.",KRW,5490000003072,N/A,21.53448,N/A,N/A,N/A,1640736000,0.25737408,N/A,0.016180001,0.01781,-0.12816,-0.043920003,-0.25652,N/A,59613.984,0.013,1166781972480,2396540108800,6697.694,16666018709504,190.023,0.684,"(7210.0, 16638.0)"
Huadian Power International,600027.SS,"Huadian Power International Corp. Ltd. engages in the construction and operation of power plants. Its business activities include power generation, heating supplies, and sale of coal products. It generates hydropower, wind power, biomass, and solar electric power. The company was founded on June 28, 1994 and is headquartered in Beijing, China.",Utilities,China,"25,139",$15.6B,$32.6B,-$121.2M,600027.SS.json,Utilities,600027.SS,HUADIAN POWER INTERNATIONAL COR,Huadian Power International Corporation Limited,CNY,62541320192,54.833332,9.676471,0.12,0.2,0.0304,1689724800,0.5294139,1.6936936,0.04127,0.0879,0.01914,0.00659,0.027509999,N/A,13.392,0.039,10897746944,7372663808,0.721,116690223104,137.835,0.535,"(5.0, 8.8)"
Genmab,GEN.CO,"Genmab A/S operates as an international biotechnology company. The firm develops human antibody therapeutics for the treatment of cancer and other diseases. Its product pipeline include daratumumab, marketed as DARZALEX for the treatment of certain indications of multiple myeloma; teprotumumab-trbw marketed as TEPEZZA for the treatment of thyroid eye disease; and ofatumumab, marketed as Arzerra for the treatment of certain indications of chronic lymphocytic leukemia. The company was founded by Donald Lee Drakeman, Florian Schonharting, and Jan G. J. van de Winkel in 1999 and is headquartered in Copenhagen, Denmark. Read Less",Drugs & Biotechnology,Denmark,"1,660",$2.1B,$4.3B,$780.1M,GEN.CO.json,N/A,GEN.CO,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"('N/A', 'N/A')"
Prysmian,PRY.MI,"Prysmian SpA engages in the development, design, manufacturing, supply, and installation of cables. It operates through the following segments: Energy, Projects, and Telecom. The Energy segment involves in the provision of trade and installers, power distribution and overhead lines, specialties and OEM, elevators, automotive, network components, core oil and gas and DHT, and sales of residual products. The Projects segment comprises of high voltage, submarine power, submarine telecom, and offshore specialties which focus on the projects and their execution, as well as on product customization. The Telecom segment offers cable systems and connectivity products used in telecommunication networks such as optical fibre, optical cables, connectivity components and accessories, optical ground wire, and copper cables. The company was founded on May 12, 2005 and is headquartered in Milan, Italy. Read Less",Capital Goods,Italy,"30,185",$16.9B,$13.6B,$529.7M,PRY.MI.json,Industrials,PRY.MI,PRYSMIAN,Prysmian S.p.A.,EUR,13370172416,26.635868,16.12171,1.84,0.7,0.014199999,1713744000,0.86796755,3.536075,0.36270002,0.054959998,0.03434,0.050279997,0.14129,N/A,56.491,-0.112,1340999936,1870000000,6.855,3104999936,78.172,1.176,"(28.0, 60.0)"
Salzgitter,SZG.DE,"Salzgitter AG engages in the manufacture of steel and technology products. It operates through the following business units: Strip Steel, Plate/Section Steel, Mannesmann, Trading, and Technology. The Strip Steel unit produces, processes and sells strip steel in a wide variety of metallurgic compositions and dimensions. The Plate/Section Steel unit manufactures plates. The Mannesmann unit offers a wide range of steel tubes and pipes. The Trading unit handles sales network and global trading companies and sales offices. The Technology unit focuses on machinery and plants for the filling and packaging of beverages. The company was founded on September 6, 1858 and is headquartered in Salzgitter, Germany. Read Less",Materials,Germany,"24,569",$13.2B,$11.9B,$1.1B,SZG.DE.json,Basic Materials,SZG.DE,SALZGITTER AG O.N.,Salzgitter AG,EUR,1275378560,6.372973,4.9227557,3.7,0.45,0.019199999,1717027200,0.11819457,0.2642224,0.31261,0.11456,0.01854,0.00263,0.042150002,N/A,199.502,-0.145,331700000,939699968,17.374,1300800000,26.907,1.79,"(19.6, 45.0)"
China Longyuan Power,0916.HK,"China Longyuan Power Group Corp. Ltd. engages in the design, development, construction, management and operation of wind farms. It operates through the following segments: Wind Power, Coal Power, and All Other. The Wind Power segment constructs, manages and operates wind power plants and generates electric power for sale to external power grid companies. The Coal Power segment constructs, manages and operates coal power plants and generates electric power for sale to external power grid companies and coal trading business. The All Other segment comprised of manufacturing and sale of power equipment, and provision of consulting services, and maintenance and training services to wind power plants, and other renewable power generation. The company was founded in January 1993 and is headquartered in Beijing, China. Read Less",Utilities,China,"8,842",$5.7B,$33.1B,$771.1M,0916.HK.json,Utilities,0916.HK,CHINA LONGYUAN,China Longyuan Power Group Corporation Limited,CNY,121696305152,7.432432,4.700855,0.74,0.13,0.0234,1687219200,3.0529675,0.66885567,0.77277,-0.11013,0.14767,N/A,N/A,N/A,4.794,N/A,24965392384,9974166528,1.19,103299268608,124.355,0.801,"(5.57, 23.31)"
Constellation Software,CSU.TO,"Constellation Software, Inc. is a holding company. The firm acquires, manages and builds vertical market software businesses. It operates through the following segments: Public and Private Sector. The Public Sector segment focuses on government and government related customers. The Private Sector segment includes business units focused on commercial customers. The company was founded by Mark Henri Leonard and James D. Foy on August 23, 1995 and is headquartered in Toronto, Canada.",IT Software & Services,Canada,"25,000",$6.6B,$7.9B,$513.9M,CSU.TO.json,Technology,CSU.TO,CONSTELLATION SOFTWARE INC.,Constellation Software Inc.,USD,80484466688,104.974014,28.833586,36.18,5.44,0.0014,1711497600,9.573506,42.9022,0.35042,0.16057,0.067210004,0.07865,0.03184,N/A,396.715,0.257,1604000000,1298000000,61.251,3681999872,187.761,0.609,"(3325.5, 4333.24)"
Zhejiang Huayou Cobalt,603799.SS,"Zhejiang Huayou Cobalt Co., Ltd. engages in the manufacture, processing, and sale of lithium new energy materials and cobalt new materials, as well as in the mining, selection, and metallurgy of non-ferrous metals. It operates through the following business segments: Cobalt products, Copper products, Nickel products, Ternary materials, and Other. Its products include cobalt products such as tri-cobalt oxide and cobalt sulfate, ternary precursors such as ternary cathode material precursors, copper products such as blister copper and electric copper, and nickel products such as electrolytic nickel. The company was founded by Xue Hua Chen and Wei Tong Xie on May 22, 2002 and is headquartered in Jiaxing, China. Read Less",Materials,China,"29,757",$10B,$17.4B,$543.7M,603799.SS.json,Basic Materials,603799.SS,ZHEJIANG HUAYOU COBALT CO LTD,"Zhejiang Huayou Cobalt Co., Ltd",CNY,48959873024,11.685714,9.176282,2.45,0.2,0.0069999998,1685577600,0.7484741,1.45722,0.14286,0.097279996,0.059860002,0.02645,0.13362001,N/A,40.945,0.003,7471071232,24712040448,14.451,59018858496,132.759,1.077,"(29.8, 88.0)"
New Hope Liuhe,000876.SZ,"New Hope Liuhe Co., Ltd. engages in the production of feeds, swine and poultry farming, and slaughtering and meet processing. It also offers financial investment services. The company was founded on March 4, 1998 and is headquartered in Sichuan, China.","Food, Drink & Tobacco",China,"77,328",$21.2B,$19.6B,-$39M,000876.SZ.json,Consumer Defensive,000876.SZ,NEW HOPE LIUHE CO,"New Hope Liuhe Co.,Ltd.",CNY,44730478592,N/A,18.923079,-0.62,N/A,N/A,1592524800,0.30256775,1.8682362,0.03833,0.01048,-0.01766,-0.0060900003,-0.07378,N/A,36.459,-0.021,2915074048,11642070016,2.647,70045712384,192.863,0.566,"(8.0, 13.4)"
Shengjing Bank,2066.HK,"Shengjing Bank Co., Ltd. engages in commercial banking and related financial services. It operates through the following segments: Corporate Banking, Retail Banking, Treasury Business, and Others. The Corporate Banking segment represents the provision of a range of financial products and services to corporations, government agencies and financial institutions. These products and services include corporate loans and advances, trade financing and deposit taking activities, agency services, and remittance and settlement services. The Retail Banking segment provides a range of financial products and services to retail customers. These products and services include personal loans and deposit taking activities, bank card business, personal wealth management services, remittance and settlement services, and collection and payment agency services. The Treasury business covers the group's treasury business including inter-bank money market transactions, repurchases transactions and investments. It also trades in debt securities. The Others segment represents equity investment and related income an any other business which cannot for a single reportable segment. The company was founded on September 10, 1997 and is headquartered in Shenyang, China. Read Less",Banking,China,"8,533",$7B,$155.7B,$150.7M,2066.HK.json,Financial Services,2066.HK,SHENGJINGBANK,"Shengjing Bank Co., Ltd.",CNY,8796680192,11.111111,N/A,0.09,N/A,N/A,1559606400,1.2851336,0.10777023,N/A,0.26469,0.11303,0.00079,0.01031,N/A,0.778,-0.038,N/A,151371612160,17.208,133015150592,N/A,N/A,"('N/A', 'N/A')"
ALFA,ALFAA.MX,"Alfa SAB de CV is a holding company, which produces, markets and distributes food through recognized brands in Mexico, the United States, Europe and Latin America. It operates through the following segments: Alpek, Sigma, Nemak, Alestra, Newpek and Others. The Alpek segment operates in the petrochemical and synthetic fibers industry. The Sigma segment operates in the refrigerated food sector. The Nemak segment operates in the automotive industry. The Alestra segment operates in the telecommunications sector. The Newpek segment engages in exploration and exploitation of natural gas and oil fields. The Others segment includes all other companies operating in business services and others which are non-reportable. The company was founded by Roberto Garza Sada on June 9, 1974 and is headquartered in San Pedro Garza García, Mexico. Read Less",Chemicals,Mexico,"54,163",$18.3B,$14.4B,$729M,ALFAA.MX.json,Basic Materials,ALFAA.MX,ALFA S.A.B. DE C.V.,Alfa S.A.B. de C.V.,MXN,56693993472,8.268965,6.3439155,1.45,0.54,0.045500003,1710374400,0.19468556,2.6161902,0.19113001,0.02842,-0.042069998,0.03945,-0.29864,N/A,60.431,-0.22,22525999104,19744999424,4.097,102994001920,324.248,1.189,"(15.0, 22.0)"
